Time,avg(solution_0),avg(solution_1)
37,1.08234,0.0239862
38,1.36591,0.0243183
39,1.64956,0.0245751
40,1.93024,0.0247627
41,2.20537,0.0248875
42,2.47281,0.0249557
43,2.73084,0.0249736
44,2.9781,0.0249469
45,3.21358,0.024881
46,3.4366,0.0247812
47,3.64671,0.0246519
48,3.84373,0.0244974
49,4.02766,0.0243214
50,4.19865,0.0241273
51,4.35703,0.0239178
52,4.50319,0.0236956
53,4.63763,0.0234628
54,4.7609,0.0232211
55,4.87361,0.0229721
56,4.97639,0.0227171
57,5.06987,0.022457
58,5.1547,0.0221926
59,5.23151,0.0219245
60,5.30094,0.0216532
61,5.36358,0.021379
62,5.42001,0.021102
63,5.47079,0.0208223
64,5.51643,0.0205399
65,5.55744,0.0202548
66,5.59427,0.0199668
67,5.62734,0.0196757
68,5.65706,0.0193812
69,5.68379,0.0190832
70,5.70787,0.0187813
71,5.7296,0.0184752
72,5.74928,0.0181645
73,5.76715,0.0178491
74,5.78344,0.0175284
75,5.79838,0.0172022
76,5.81214,0.0168701
77,5.82491,0.0165317
78,5.83682,0.0161867
79,5.84803,0.0158348
80,5.85866,0.0154755
81,5.86881,0.0151086
82,5.87858,0.0147337
83,5.88806,0.0143504
84,5.89732,0.0139584
85,5.90644,0.0135574
86,5.91547,0.013147
87,5.92447,0.0127268
88,5.93348,0.0122966
89,5.94254,0.011856
90,5.95168,0.0114047
91,5.96094,0.0109423
92,5.97035,0.0104686
93,5.97992,0.00998312
94,5.98967,0.00948563
95,5.99963,0.00897578
96,6.0098,0.00845325
97,6.0202,0.00791772
98,6.03084,0.00736886
99,6.04173,0.00680634
100,6.05286,0.00622985
101,6.06426,0.00563907
102,6.07591,0.00503366
103,6.08784,0.00441331
104,6.10003,0.0037777
105,6.11249,0.0031265
106,6.12522,0.00245939
107,6.13822,0.00177604
108,6.15149,0.00107614
109,6.16504,0.000359361
110,6.17885,-0.00037462
111,6.19294,-0.00112613
112,6.20729,-0.00189548
113,6.2219,-0.002683
114,6.23678,-0.00348901
115,6.25193,-0.00431384
116,6.26733,-0.0051578
117,6.28299,-0.00602122
118,6.29891,-0.00690442
119,6.31508,-0.00780772
120,6.33151,-0.00873143
121,6.34818,-0.00967588
122,6.3651,-0.0106414
123,6.38227,-0.0116282
124,6.39967,-0.0126368
125,6.41732,-0.0136673
126,6.43521,-0.0147202
127,6.45333,-0.0157957
128,6.47168,-0.0168941
129,6.49027,-0.0180157
130,6.50909,-0.0191609
131,6.52813,-0.0203299
132,6.54739,-0.0215231
133,6.56688,-0.0227407
134,6.58659,-0.023983
135,6.60652,-0.0252504
136,6.62666,-0.0265431
137,6.64702,-0.0278613
138,6.66759,-0.0292055
139,6.68837,-0.0305758
140,6.70936,-0.0319726
141,6.73056,-0.033396
142,6.75196,-0.0348465
143,6.77356,-0.0363241
144,6.79537,-0.0378293
145,6.81738,-0.0393622
146,6.83958,-0.0409231
147,6.86198,-0.0425122
148,6.88458,-0.0441298
149,6.90737,-0.0457761
150,6.93035,-0.0474513
151,6.95352,-0.0491557
152,6.97688,-0.0508895
153,7.00043,-0.0526529
154,7.02417,-0.054446
155,7.04809,-0.0562691
156,7.07219,-0.0581224
157,7.09648,-0.060006
158,7.12095,-0.0619202
159,7.14559,-0.0638651
160,7.17042,-0.0658408
161,7.19542,-0.0678475
162,7.2206,-0.0698854
163,7.24596,-0.0719546
164,7.27149,-0.0740552
165,7.29719,-0.0761874
166,7.32307,-0.0783512
167,7.34912,-0.0805468
168,7.37533,-0.0827743
169,7.40172,-0.0850337
170,7.42827,-0.0873252
171,7.45499,-0.0896487
172,7.48188,-0.0920044
173,7.50893,-0.0943923
174,7.53615,-0.0968125
175,7.56353,-0.0992649
176,7.59108,-0.10175
177,7.61878,-0.104267
178,7.64665,-0.106816
179,7.67468,-0.109398
180,7.70287,-0.112012
181,7.73122,-0.114658
182,7.75972,-0.117336
183,7.78838,-0.120047
184,7.8172,-0.12279
185,7.84618,-0.125564
186,7.87531,-0.128371
187,7.9046,-0.13121
188,7.93404,-0.13408
189,7.96364,-0.136982
190,7.99339,-0.139915
191,8.02329,-0.14288
192,8.05334,-0.145876
193,8.08354,-0.148903
194,8.1139,-0.151961
195,8.14441,-0.15505
196,8.17506,-0.158169
197,8.20587,-0.161319
198,8.23682,-0.164498
199,8.26792,-0.167708
200,8.29917,-0.170947
201,8.33057,-0.174216
202,8.36212,-0.177513
203,8.39381,-0.18084
204,8.42564,-0.184195
205,8.45763,-0.187578
