Time,avg(solution_0),avg(solution_1)
0,8.76594e-13,0
1,-0.00615143,-0.0164922
2,-0.0120869,-0.0320768
3,-0.0177714,-0.0466743
4,-0.0232167,-0.0603295
5,-0.0284358,-0.0730908
6,-0.0334426,-0.0850072
7,-0.0382513,-0.0961281
8,-0.0428761,-0.106502
9,-0.047331,-0.116177
10,-0.0516293,-0.125198
11,-0.0557835,-0.133609
12,-0.0598045,-0.14145
13,-0.0637007,-0.14876
14,-0.067477,-0.155575
15,-0.0711319,-0.161928
16,-0.0746548,-0.167848
17,-0.0780203,-0.173363
18,-0.081181,-0.178498
19,-0.0840572,-0.183275
20,-0.086523,-0.187715
21,-0.0883888,-0.191835
22,-0.0893789,-0.195654
23,-0.0891067,-0.199186
24,-0.0870449,-0.202447
25,-0.0824962,-0.20545
26,-0.074563,-0.208209
27,-0.0621224,-0.210739
28,-0.0438079,-0.213053
29,-0.0180038,-0.215166
30,0.0171447,-0.217095
31,0.0637008,-0.218855
32,0.123883,-0.220465
33,0.199986,-0.221943
34,0.294279,-0.223308
35,0.408881,-0.224581
36,0.545619,-0.225783
37,0.705879,-0.226935
38,0.890457,-0.228058
39,1.09942,-0.229172
40,1.33198,-0.230297
41,1.58643,-0.231449
42,1.86009,-0.232644
43,2.1493,-0.233895
44,2.44951,-0.235211
45,2.75536,-0.236597
46,3.06087,-0.238057
47,3.35964,-0.239588
48,3.64506,-0.241186
49,3.91058,-0.242841
50,4.14997,-0.24454
51,4.35755,-0.246269
52,4.52843,-0.24801
53,4.65867,-0.249742
54,4.74545,-0.251446
55,4.78711,-0.253099
56,4.78322,-0.25468
57,4.73453,-0.25617
58,4.6429,-0.257549
59,4.5112,-0.2588
60,4.34314,-0.259908
61,4.14306,-0.260861
62,3.9158,-0.261649
63,3.66647,-0.262265
64,3.40025,-0.262707
65,3.12223,-0.262972
66,2.83726,-0.263062
67,2.54981,-0.262981
68,2.26389,-0.262734
69,1.98298,-0.262328
70,1.70996,-0.261772
71,1.44717,-0.261076
72,1.1964,-0.26025
73,0.958886,-0.259304
74,0.735452,-0.258248
75,0.526514,-0.257095
76,0.332177,-0.255852
77,0.152311,-0.254532
78,-0.0133835,-0.253144
79,-0.165307,-0.251696
80,-0.303909,-0.250198
81,-0.429645,-0.248657
82,-0.542951,-0.247081
83,-0.64422,-0.245479
84,-0.733802,-0.243856
85,-0.812008,-0.242219
86,-0.87912,-0.240576
87,-0.93541,-0.238931
88,-0.981161,-0.23729
89,-1.01668,-0.23566
90,-1.04233,-0.234044
91,-1.05853,-0.232448
92,-1.06576,-0.230876
93,-1.06458,-0.229332
94,-1.05563,-0.22782
95,-1.03959,-0.226341
96,-1.01721,-0.2249
97,-0.989268,-0.223498
98,-0.956562,-0.222136
99,-0.919896,-0.220816
100,-0.880055,-0.219539
101,-0.837795,-0.218304
102,-0.793829,-0.217112
103,-0.748813,-0.215962
104,-0.703339,-0.214854
105,-0.657932,-0.213786
106,-0.613047,-0.212757
107,-0.569065,-0.211767
108,-0.526303,-0.210813
109,-0.485011,-0.209893
110,-0.445382,-0.209007
111,-0.407556,-0.208153
112,-0.371625,-0.207328
113,-0.337645,-0.206531
114,-0.305635,-0.205761
115,-0.275591,-0.205016
116,-0.247484,-0.204294
117,-0.22127,-0.203594
118,-0.19689,-0.202914
119,-0.174278,-0.202254
120,-0.15336,-0.201611
121,-0.134058,-0.200985
122,-0.11629,-0.200374
123,-0.0999768,-0.199777
124,-0.0850347,-0.199194
125,-0.0713829,-0.198624
126,-0.0589413,-0.198065
127,-0.0476316,-0.197516
128,-0.0373773,-0.196978
129,-0.0281042,-0.196449
130,-0.0197404,-0.195929
131,-0.0122168,-0.195416
132,-0.00546647,-0.194912
133,0.000574276,-0.194414
134,0.00596644,-0.193923
135,0.010768,-0.193438
136,0.0150339,-0.192959
137,0.0188159,-0.192486
138,0.0221626,-0.192018
139,0.0251195,-0.191554
140,0.0277288,-0.191095
141,0.0300296,-0.190641
142,0.0320577,-0.190191
143,0.033846,-0.189745
144,0.0354245,-0.189303
145,0.0368202,-0.188865
146,0.0380575,-0.18843
147,0.039158,-0.187999
148,0.0401411,-0.187571
149,0.0410239,-0.187147
150,0.0418212,-0.186726
151,0.0425463,-0.186309
152,0.0432103,-0.185894
153,0.0438229,-0.185483
154,0.0443926,-0.185074
155,0.0449261,-0.184669
156,0.0454296,-0.184266
157,0.0459078,-0.183867
158,0.0463648,-0.18347
159,0.046804,-0.183076
160,0.047228,-0.182685
161,0.0476389,-0.182297
162,0.0480385,-0.181912
163,0.048428,-0.181529
164,0.0488085,-0.181149
165,0.0491806,-0.180771
166,0.049545,-0.180397
167,0.0499019,-0.180025
168,0.0502517,-0.179655
169,0.0505945,-0.179288
170,0.0509303,-0.178923
171,0.0512592,-0.178561
172,0.0515811,-0.178202
173,0.0518961,-0.177845
174,0.0522041,-0.17749
175,0.052505,-0.177138
176,0.0527988,-0.176788
177,0.0530855,-0.17644
178,0.0533649,-0.176095
179,0.0536372,-0.175752
180,0.0539023,-0.175411
181,0.0541602,-0.175073
182,0.0544109,-0.174737
183,0.0546545,-0.174403
184,0.054891,-0.174071
185,0.0551206,-0.173741
186,0.0553432,-0.173413
187,0.0555589,-0.173088
188,0.0557679,-0.172765
189,0.0559703,-0.172443
190,0.0561661,-0.172124
191,0.0563554,-0.171807
192,0.0565385,-0.171491
193,0.0567154,-0.171178
194,0.0568862,-0.170867
195,0.0570511,-0.170557
196,0.0572101,-0.17025
197,0.0573635,-0.169944
198,0.0575114,-0.169641
199,0.0576539,-0.169339
200,0.057791,-0.169039
201,0.0579231,-0.16874
202,0.0580501,-0.168444
203,0.0581722,-0.16815
204,0.0582896,-0.167857
205,0.0584023,-0.167566
206,0.0585105,-0.167276
207,0.0586142,-0.166989
208,0.0587138,-0.166703
209,0.0588091,-0.166418
210,0.0589004,-0.166136
211,0.0589877,-0.165855
212,0.0590712,-0.165576
