Time,avg(solution_0),avg(solution_1)
0,0,0
1,-0.00040955,0.000666947
2,-0.000807966,0.00131591
3,-0.00120942,0.00196976
4,-0.00161325,0.0026274
5,-0.0020195,0.00328895
6,-0.00242822,0.00395444
7,-0.00283942,0.00462392
8,-0.00325315,0.00529745
9,-0.00366942,0.00597508
10,-0.00408827,0.00665684
11,-0.00450973,0.00734278
12,-0.00493382,0.00803296
13,-0.00536058,0.00872741
14,-0.00579004,0.00942619
15,-0.00622221,0.0101293
16,-0.00665714,0.0108369
17,-0.00709484,0.0115489
18,-0.00753535,0.0122655
19,-0.00797869,0.0129866
20,-0.00842489,0.0137122
21,-0.00887398,0.0144425
22,-0.00932599,0.0151776
23,-0.00978094,0.0159173
24,-0.0102389,0.0166618
25,-0.0106998,0.0174111
26,-0.0111637,0.0181653
27,-0.0116307,0.0189244
28,-0.0121008,0.0196884
29,-0.0125739,0.0204574
30,-0.0130503,0.0212315
31,-0.0135297,0.0220106
32,-0.0140124,0.0227948
33,-0.0144982,0.0235842
34,-0.0149873,0.0243788
35,-0.0154797,0.0251787
36,-0.0159753,0.0259838
37,-0.0164743,0.0267943
38,-0.0169766,0.0276102
39,-0.0174823,0.0284314
40,-0.0179914,0.0292582
41,-0.0185039,0.0300904
42,-0.0190198,0.0309282
43,-0.0195392,0.0317715
44,-0.0200622,0.0326205
45,-0.0205886,0.0334752
46,-0.0211186,0.0343356
47,-0.0216522,0.0352017
48,-0.0221894,0.0360736
49,-0.0227303,0.0369514
50,-0.0232747,0.0378351
51,-0.0238229,0.0387247
52,-0.0243748,0.0396203
53,-0.0249305,0.0405219
54,-0.0254899,0.0414295
55,-0.026053,0.0423433
56,-0.0266201,0.0432631
57,-0.0271909,0.0441892
58,-0.0277657,0.0451215
59,-0.0283443,0.0460601
60,-0.0289269,0.047005
61,-0.0295134,0.0479563
62,-0.0301039,0.048914
63,-0.0306984,0.0498781
64,-0.031297,0.0508487
65,-0.0318996,0.0518259
66,-0.0325064,0.0528097
67,-0.0331172,0.0538001
68,-0.0337322,0.0547971
69,-0.0343514,0.0558009
70,-0.0349747,0.0568114
71,-0.0356024,0.0578288
72,-0.0362342,0.058853
73,-0.0368704,0.0598841
74,-0.0375109,0.0609222
75,-0.0381557,0.0619672
76,-0.0388049,0.0630193
77,-0.0394585,0.0640785
78,-0.0401166,0.0651448
79,-0.0407791,0.0662183
80,-0.0414461,0.067299
81,-0.0421176,0.068387
82,-0.0427937,0.0694824
83,-0.0434744,0.0705851
84,-0.0441597,0.0716952
85,-0.0448496,0.0728128
86,-0.0455442,0.0739379
87,-0.0462435,0.0750705
88,-0.0469475,0.0762108
89,-0.0476563,0.0773587
90,-0.0483699,0.0785144
91,-0.0490883,0.0796778
92,-0.0498116,0.0808491
93,-0.0505397,0.0820282
94,-0.0512728,0.0832152
95,-0.0520108,0.0844101
96,-0.0527539,0.0856131
97,-0.0535019,0.0868242
98,-0.054255,0.0880434
99,-0.0550131,0.0892707
100,-0.0557764,0.0905063
101,-0.0565448,0.0917502
102,-0.0573184,0.0930023
103,-0.0580972,0.0942629
104,-0.0588812,0.0955319
