Time,avg(solution_0),avg(solution_1)
19,-0.0030697,0.00607398
20,-0.00324083,0.00641245
21,-0.00341313,0.0067532
22,-0.0035866,0.00709625
23,-0.00376125,0.00744163
24,-0.0039371,0.00778937
25,-0.00411417,0.00813949
26,-0.00429246,0.00849201
27,-0.00447199,0.00884696
28,-0.00465277,0.00920437
29,-0.00483481,0.00956426
30,-0.00501813,0.00992666
31,-0.00520274,0.0102916
32,-0.00538865,0.0106591
33,-0.00557587,0.0110292
34,-0.00576443,0.0114019
35,-0.00595433,0.0117772
36,-0.00614558,0.0121552
37,-0.0063382,0.0125358
38,-0.0065322,0.0129192
39,-0.00672759,0.0133053
40,-0.00692439,0.0136942
41,-0.00712261,0.0140859
42,-0.00732226,0.0144804
43,-0.00752336,0.0148777
44,-0.00772591,0.0152779
45,-0.00792994,0.015681
46,-0.00813546,0.016087
47,-0.00834247,0.016496
48,-0.008551,0.0169079
49,-0.00876105,0.0173228
50,-0.00897265,0.0177408
51,-0.00918579,0.0181618
52,-0.0094005,0.0185859
53,-0.00961679,0.0190131
54,-0.00983468,0.0194434
55,-0.0100542,0.0198768
56,-0.0102753,0.0203135
57,-0.010498,0.0207534
58,-0.0107224,0.0211965
59,-0.0109485,0.0216429
60,-0.0111762,0.0220925
61,-0.0114056,0.0225455
62,-0.0116367,0.0230019
63,-0.0118696,0.0234616
64,-0.0121042,0.0239247
65,-0.0123405,0.0243912
66,-0.0125785,0.0248612
67,-0.0128184,0.0253347
68,-0.01306,0.0258117
69,-0.0133035,0.0262923
70,-0.0135487,0.0267764
71,-0.0137958,0.0272641
72,-0.0140448,0.0277555
73,-0.0142956,0.0282505
74,-0.0145482,0.0287492
75,-0.0148028,0.0292516
76,-0.0150593,0.0297578
77,-0.0153177,0.0302677
78,-0.015578,0.0307815
79,-0.0158403,0.0312991
80,-0.0161045,0.0318205
81,-0.0163708,0.0323458
82,-0.016639,0.0328751
83,-0.0169092,0.0334083
84,-0.0171815,0.0339455
85,-0.0174558,0.0344868
86,-0.0177322,0.035032
87,-0.0180106,0.0355814
88,-0.0182912,0.0361348
89,-0.0185738,0.0366924
90,-0.0188586,0.0372542
91,-0.0191455,0.0378202
92,-0.0194345,0.0383904
93,-0.0197258,0.0389649
94,-0.0200192,0.0395437
95,-0.0203148,0.0401268
96,-0.0206127,0.0407143
97,-0.0209127,0.0413062
98,-0.0212151,0.0419025
99,-0.0215197,0.0425033
100,-0.0218266,0.0431086
101,-0.0221358,0.0437185
102,-0.0224474,0.0443329
103,-0.0227612,0.0449519
104,-0.0230775,0.0455755
105,-0.0233961,0.0462038
106,-0.0237171,0.0468368
107,-0.0240405,0.0474746
108,-0.0243664,0.0481171
109,-0.0246947,0.0487645
110,-0.0250254,0.0494167
111,-0.0253587,0.0500737
112,-0.0256944,0.0507357
113,-0.0260327,0.0514027
114,-0.0263735,0.0520747
115,-0.0267169,0.0527516
116,-0.0270628,0.0534337
117,-0.0274114,0.0541209
118,-0.0277626,0.0548132
119,-0.0281164,0.0555106
120,-0.0284728,0.0562133
121,-0.028832,0.0569213
122,-0.0291938,0.0576346
123,-0.0295583,0.0583532
124,-0.0299256,0.0590771
125,-0.0302956,0.0598065
126,-0.0306684,0.0605414
127,-0.031044,0.0612817
128,-0.0314225,0.0620276
129,-0.0318037,0.062779
130,-0.0321878,0.0635361
131,-0.0325748,0.0642988
132,-0.0329647,0.0650672
133,-0.0333575,0.0658413
134,-0.0337532,0.0666213
135,-0.034152,0.067407
136,-0.0345536,0.0681987
137,-0.0349583,0.0689962
138,-0.0353661,0.0697997
139,-0.0357768,0.0706092
140,-0.0361907,0.0714247
141,-0.0366076,0.0722463
142,-0.0370277,0.073074
143,-0.0374509,0.0739079
144,-0.0378773,0.074748
145,-0.0383068,0.0755944
146,-0.0387396,0.0764471
147,-0.0391756,0.0773062
148,-0.0396148,0.0781716
149,-0.0400574,0.0790435
150,-0.0405032,0.0799219
151,-0.0409523,0.0808068
152,-0.0414048,0.0816983
153,-0.0418607,0.0825965
154,-0.04232,0.0835013
155,-0.0427827,0.0844129
156,-0.0432489,0.0853312
157,-0.0437185,0.0862564
158,-0.0441916,0.0871884
159,-0.0446683,0.0881274
160,-0.0451485,0.0890734
161,-0.0456323,0.0900264
162,-0.0461197,0.0909864
163,-0.0466107,0.0919536
164,-0.0471053,0.092928
165,-0.0476037,0.0939096
166,-0.0481057,0.0948985
167,-0.0486115,0.0958948
168,-0.0491211,0.0968984
169,-0.0496344,0.0979095
170,-0.0501515,0.098928
171,-0.0506725,0.0999542
172,-0.0511974,0.100988
173,-0.0517262,0.102029
174,-0.0522588,0.103078
175,-0.0527955,0.104135
176,-0.0533361,0.1052
177,-0.0538807,0.106273
178,-0.0544294,0.107353
179,-0.0549821,0.108442
180,-0.055539,0.109538
181,-0.0561,0.110643
182,-0.0566651,0.111756
183,-0.0572344,0.112877
184,-0.0578079,0.114006
185,-0.0583857,0.115144
186,-0.0589678,0.11629
187,-0.0595541,0.117445
188,-0.0601448,0.118608
189,-0.0607399,0.11978
190,-0.0613394,0.12096
191,-0.0619433,0.12215
192,-0.0625517,0.123347
193,-0.0631646,0.124554
194,-0.063782,0.12577
195,-0.064404,0.126994
196,-0.0650306,0.128228
197,-0.0656618,0.129471
198,-0.0662976,0.130723
199,-0.0669382,0.131984
200,-0.0675835,0.133254
201,-0.0682335,0.134534
202,-0.0688884,0.135824
203,-0.069548,0.137122
204,-0.0702126,0.138431
205,-0.070882,0.139749
206,-0.0715564,0.141076
207,-0.0722358,0.142414
208,-0.0729201,0.143761
209,-0.0736095,0.145118
210,-0.074304,0.146485
211,-0.0750036,0.147862
212,-0.0757084,0.14925
213,-0.0764183,0.150647
