Time,avg(solution_0),avg(solution_1)
0,9.65695,0
1,8.61597,0
2,6.5234,0
3,4.41117,0
4,2.74124,0
5,1.59401,0
6,0.878124,0
7,0.462395,0
8,0.234304,0
9,0.114846,0
10,0.0546792,0
11,0.025372,0
12,0.0115057,0
13,0.00511104,0
14,0.00222838,0
15,0.000955169,0
16,0.0004031,0
17,0.0001677,0
18,6.88523e-05,0
19,2.7925e-05,0
20,1.11977e-05,0
21,4.4429e-06,0
22,1.74542e-06,0
23,6.79359e-07,0
24,2.62126e-07,0
25,1.00313e-07,0
26,3.8092e-08,0
27,1.43592e-08,0
28,5.3755e-09,0
29,1.99919e-09,0
30,7.38921e-10,0
31,2.7153e-10,0
32,9.92583e-11,0
33,9.92583e-11,0
34,9.92583e-11,0
35,9.92583e-11,0
36,9.92583e-11,0
37,9.92583e-11,0
38,9.92583e-11,0
39,9.92583e-11,0
40,9.92583e-11,0
41,9.92583e-11,0
42,9.92583e-11,0
43,9.92583e-11,0
44,9.92583e-11,0
45,9.92583e-11,0
46,9.92583e-11,0
47,9.92583e-11,0
48,9.92583e-11,0
49,9.92583e-11,0
50,9.92583e-11,0
51,9.92583e-11,0
52,9.92583e-11,0
53,9.92583e-11,0
54,9.92583e-11,0
55,9.92583e-11,0
56,9.92583e-11,0
57,9.92583e-11,0
58,9.92583e-11,0
59,9.92583e-11,0
60,9.92583e-11,0
61,9.92583e-11,0
62,9.92583e-11,0
63,9.92583e-11,0
64,9.92583e-11,0
65,9.92583e-11,0
66,9.92583e-11,0
67,9.92583e-11,0
68,9.92583e-11,0
69,9.92583e-11,0
70,9.92583e-11,0
71,9.92583e-11,0
72,9.92583e-11,0
73,9.92583e-11,0
74,9.92583e-11,0
75,9.92583e-11,0
76,9.92583e-11,0
77,9.92583e-11,0
78,9.92583e-11,0
79,9.92583e-11,0
80,9.92583e-11,0
81,9.92583e-11,0
82,9.92583e-11,0
83,9.92583e-11,0
84,9.92583e-11,0
85,9.92583e-11,0
86,9.92583e-11,0
87,9.92583e-11,0
88,9.92583e-11,0
89,9.92583e-11,0
90,9.92583e-11,0
91,9.92583e-11,0
92,9.92583e-11,0
93,9.92583e-11,0
94,9.92583e-11,0
95,9.92583e-11,0
96,9.92583e-11,0
97,9.92583e-11,0
98,9.92583e-11,0
99,9.92583e-11,0
100,9.92583e-11,0
101,9.92583e-11,0
102,9.92583e-11,0
103,9.92583e-11,0
104,9.92583e-11,0
105,9.92583e-11,0
106,9.92583e-11,0
107,9.92583e-11,0
108,9.92583e-11,0
109,9.92583e-11,0
110,9.92583e-11,0
111,9.92583e-11,0
112,9.92583e-11,0
113,9.92583e-11,0
114,9.92583e-11,0
115,9.92583e-11,0
116,9.92583e-11,0
117,9.92583e-11,0
118,9.92583e-11,0
119,9.92583e-11,0
120,9.92583e-11,0
121,9.92583e-11,0
122,9.92583e-11,0
123,9.92583e-11,0
124,9.92583e-11,0
125,9.92583e-11,0
126,9.92583e-11,0
127,9.92583e-11,0
128,9.92583e-11,0
129,9.92583e-11,0
130,9.92583e-11,0
131,9.92583e-11,0
132,9.92583e-11,0
133,9.92583e-11,0
134,9.92583e-11,0
135,9.92583e-11,0
136,9.92583e-11,0
137,9.92583e-11,0
138,9.92583e-11,0
139,9.92583e-11,0
140,9.92583e-11,0
141,9.92583e-11,0
142,9.92583e-11,0
143,9.92583e-11,0
144,9.92583e-11,0
145,9.92583e-11,0
146,9.92583e-11,0
147,9.92583e-11,0
148,9.92583e-11,0
149,9.92583e-11,0
150,9.92583e-11,0
151,9.92583e-11,0
152,9.92583e-11,0
153,9.92583e-11,0
154,9.92583e-11,0
155,9.92583e-11,0
156,9.92583e-11,0
157,9.92583e-11,0
158,9.92583e-11,0
159,9.92583e-11,0
160,9.92583e-11,0
161,9.92583e-11,0
162,9.92583e-11,0
163,9.92583e-11,0
164,9.92583e-11,0
165,9.92583e-11,0
166,9.92583e-11,0
167,9.92583e-11,0
168,9.92583e-11,0
169,9.92583e-11,0
170,9.92583e-11,0
171,9.92583e-11,0
172,9.92583e-11,0
173,9.92583e-11,0
174,9.92583e-11,0
175,9.92583e-11,0
176,9.92583e-11,0
177,9.92583e-11,0
178,9.92583e-11,0
179,9.92583e-11,0
180,9.92583e-11,0
181,9.92583e-11,0
182,9.92583e-11,0
183,9.92583e-11,0
184,9.92583e-11,0
185,9.92583e-11,0
186,9.92583e-11,0
187,9.92583e-11,0
188,9.92583e-11,0
189,9.92583e-11,0
190,9.92583e-11,0
191,9.92583e-11,0
192,9.92583e-11,0
193,9.92583e-11,0
194,9.92583e-11,0
195,9.92583e-11,0
196,9.92583e-11,0
197,9.92583e-11,0
198,9.92583e-11,0
199,9.92583e-11,0
200,9.92583e-11,0
201,9.92583e-11,0
202,9.92583e-11,0
203,9.92583e-11,0
204,9.92583e-11,0
205,9.92583e-11,0
206,9.92583e-11,0
207,9.92583e-11,0
208,9.92583e-11,0
209,9.92583e-11,0
210,9.92583e-11,0
211,9.92583e-11,0
212,9.92583e-11,0
213,9.92583e-11,0
214,9.92583e-11,0
215,9.92583e-11,0
216,9.92583e-11,0
217,9.92583e-11,0
218,9.92583e-11,0
219,9.92583e-11,0
220,9.92583e-11,0
221,9.92583e-11,0
222,9.92583e-11,0
223,9.92583e-11,0
224,9.92583e-11,0
225,9.92583e-11,0
226,9.92583e-11,0
227,9.92583e-11,0
228,9.92583e-11,0
229,9.92583e-11,0
230,9.92583e-11,0
231,9.92583e-11,0
232,9.92583e-11,0
233,9.92583e-11,0
234,9.92583e-11,0
235,9.92583e-11,0
236,9.92583e-11,0
237,9.92583e-11,0
238,9.92583e-11,0
239,9.92583e-11,0
240,9.92583e-11,0
241,9.92583e-11,0
242,9.92583e-11,0
243,9.92583e-11,0
244,9.92583e-11,0
245,9.92583e-11,0
246,9.92583e-11,0
247,9.92583e-11,0
248,9.92583e-11,0
249,9.92583e-11,0
250,9.92583e-11,0
251,9.92583e-11,0
252,9.92583e-11,0
253,9.92583e-11,0
254,9.92583e-11,0
255,9.92583e-11,0
256,9.92583e-11,0
257,9.92583e-11,0
258,9.92583e-11,0
259,9.92583e-11,0
260,9.92583e-11,0
261,9.92583e-11,0
262,9.92583e-11,0
263,9.92583e-11,0
264,9.92583e-11,0
265,9.92583e-11,0
266,9.92583e-11,0
267,9.92583e-11,0
268,9.92583e-11,0
269,9.92583e-11,0
270,9.92583e-11,0
271,9.92583e-11,0
272,9.92583e-11,0
273,9.92583e-11,0
274,9.92583e-11,0
275,9.92583e-11,0
276,9.92583e-11,0
277,9.92583e-11,0
278,9.92583e-11,0
279,9.92583e-11,0
280,9.92583e-11,0
281,9.92583e-11,0
