Time,avg(solution_0),avg(solution_1)
0,9.99312,0
1,9.65654,-0.0428824
2,9.18849,-0.0833301
3,8.61467,-0.120923
4,7.96202,-0.155566
5,7.25719,-0.187223
6,6.52519,-0.215916
7,5.7883,-0.241716
8,5.06547,-0.264735
9,4.37193,-0.285118
10,3.71916,-0.303034
11,3.11512,-0.31867
12,2.56453,-0.332218
13,2.06935,-0.343874
14,1.62924,-0.353826
15,1.24201,-0.362257
16,0.903995,-0.369335
17,0.610437,-0.375214
18,0.355709,-0.380031
19,0.133565,-0.383908
20,-0.0626173,-0.38695
21,-0.239532,-0.389244
22,-0.403556,-0.390867
23,-0.560284,-0.391878
24,-0.714033,-0.39233
25,-0.867403,-0.392266
26,-1.02101,-0.391727
27,-1.17343,-0.390748
28,-1.32149,-0.389369
29,-1.46072,-0.387628
30,-1.58605,-0.385568
31,-1.69255,-0.383233
32,-1.7761,-0.380672
33,-1.8339,-0.377931
34,-1.8647,-0.375057
35,-1.86889,-0.372094
36,-1.84827,-0.369082
37,-1.80577,-0.366057
38,-1.74503,-0.363049
39,-1.67001,-0.360082
40,-1.58465,-0.357177
41,-1.49262,-0.354349
42,-1.39709,-0.351607
43,-1.30069,-0.34896
44,-1.20549,-0.34641
45,-1.11299,-0.34396
46,-1.02423,-0.341609
47,-0.939879,-0.339357
48,-0.860265,-0.3372
49,-0.785506,-0.335136
50,-0.715558,-0.333161
51,-0.650268,-0.331271
52,-0.589424,-0.329461
53,-0.532781,-0.327728
54,-0.480087,-0.326067
55,-0.431092,-0.324474
56,-0.385565,-0.322943
57,-0.343289,-0.321472
58,-0.30407,-0.320055
59,-0.267732,-0.318688
60,-0.234115,-0.317368
61,-0.203077,-0.31609
62,-0.174485,-0.314852
63,-0.148216,-0.313649
64,-0.124155,-0.312478
65,-0.10219,-0.311336
66,-0.0822116,-0.31022
67,-0.064112,-0.309128
68,-0.0477835,-0.308058
69,-0.033118,-0.307006
70,-0.0200071,-0.30597
71,-0.00834221,-0.30495
72,0.00198492,-0.303943
73,0.0110818,-0.302947
74,0.0190541,-0.301962
75,0.0260053,-0.300987
76,0.0320353,-0.300019
77,0.0372402,-0.299059
78,0.0417112,-0.298105
79,0.0455342,-0.297158
80,0.0487895,-0.296216
81,0.0515511,-0.295279
82,0.053887,-0.294347
83,0.0558586,-0.293419
84,0.0575211,-0.292496
85,0.0589238,-0.291577
86,0.0601101,-0.290663
87,0.0611178,-0.289753
88,0.0619796,-0.288847
89,0.0627235,-0.287945
90,0.0633734,-0.287047
91,0.0639491,-0.286154
92,0.0644672,-0.285265
93,0.0649411,-0.28438
94,0.0653817,-0.2835
95,0.0657978,-0.282625
96,0.0661961,-0.281754
97,0.0665819,-0.280889
98,0.066959,-0.280028
99,0.0673302,-0.279171
100,0.0676975,-0.27832
101,0.0680621,-0.277474
102,0.0684248,-0.276633
103,0.0687857,-0.275797
104,0.0691449,-0.274966
105,0.0695021,-0.27414
106,0.0698569,-0.27332
107,0.0702089,-0.272505
108,0.0705573,-0.271695
109,0.0709018,-0.27089
110,0.0712416,-0.27009
111,0.0715762,-0.269296
112,0.0719051,-0.268507
113,0.0722277,-0.267724
114,0.0725438,-0.266945
115,0.0728528,-0.266172
116,0.0731545,-0.265404
117,0.0734486,-0.264642
118,0.0737348,-0.263885
119,0.074013,-0.263132
120,0.0742831,-0.262385
121,0.0745448,-0.261644
122,0.0747983,-0.260907
123,0.0750434,-0.260175
124,0.0752801,-0.259449
125,0.0755085,-0.258727
126,0.0757287,-0.258011
127,0.0759407,-0.2573
128,0.0761446,-0.256593
129,0.0763405,-0.255892
130,0.0765286,-0.255195
131,0.0767089,-0.254503
132,0.0768817,-0.253816
133,0.077047,-0.253134
134,0.0772051,-0.252457
135,0.077356,-0.251784
136,0.0775,-0.251116
137,0.0776373,-0.250453
138,0.0777679,-0.249794
139,0.077892,-0.24914
140,0.0780099,-0.24849
141,0.0781217,-0.247845
142,0.0782275,-0.247205
143,0.0783276,-0.246568
144,0.078422,-0.245937
145,0.078511,-0.245309
146,0.0785947,-0.244686
147,0.0786732,-0.244067
148,0.0787467,-0.243453
149,0.0788154,-0.242843
150,0.0788794,-0.242237
151,0.0789388,-0.241635
152,0.0789937,-0.241037
153,0.0790444,-0.240443
154,0.0790909,-0.239853
155,0.0791334,-0.239268
156,0.079172,-0.238686
157,0.0792067,-0.238108
158,0.0792378,-0.237534
159,0.0792653,-0.236964
160,0.0792894,-0.236398
161,0.0793101,-0.235836
162,0.0793276,-0.235277
163,0.0793419,-0.234722
164,0.0793531,-0.234171
165,0.0793614,-0.233623
166,0.0793668,-0.233079
167,0.0793695,-0.232539
168,0.0793694,-0.232003
169,0.0793668,-0.231469
170,0.0793616,-0.23094
171,0.0793539,-0.230414
172,0.0793439,-0.229891
173,0.0793316,-0.229372
174,0.079317,-0.228856
175,0.0793003,-0.228343
176,0.0792814,-0.227834
177,0.0792606,-0.227328
178,0.0792377,-0.226826
179,0.079213,-0.226326
180,0.0791864,-0.22583
181,0.079158,-0.225337
182,0.0791278,-0.224847
183,0.079096,-0.22436
184,0.0790625,-0.223877
185,0.0790274,-0.223396
186,0.0789908,-0.222919
187,0.0789527,-0.222444
188,0.0789131,-0.221973
189,0.0788722,-0.221504
190,0.0788299,-0.221039
191,0.0787862,-0.220576
192,0.0787413,-0.220116
193,0.0786952,-0.21966
194,0.0786478,-0.219205
195,0.0785993,-0.218754
196,0.0785497,-0.218306
197,0.0784989,-0.21786
198,0.0784471,-0.217417
199,0.0783943,-0.216977
200,0.0783405,-0.216539
201,0.0782857,-0.216104
202,0.0782299,-0.215672
203,0.0781733,-0.215243
204,0.0781158,-0.214815
205,0.0780574,-0.214391
206,0.0779982,-0.213969
207,0.0779382,-0.21355
208,0.0778774,-0.213133
209,0.0778159,-0.212719
210,0.0777536,-0.212307
211,0.0776907,-0.211897
212,0.077627,-0.21149
213,0.0775627,-0.211086
214,0.0774978,-0.210683
215,0.0774322,-0.210284
216,0.077366,-0.209886
217,0.0772993,-0.209491
218,0.0772319,-0.209098
