Time,avg(solution_0),avg(solution_1)
17,-0.00229459,0.00383861
18,-0.00243258,0.00406937
19,-0.00257101,0.00430082
20,-0.00270985,0.00453298
21,-0.00284913,0.00476584
22,-0.00298885,0.00499942
23,-0.003129,0.00523373
24,-0.00326959,0.00546876
25,-0.00341064,0.00570452
26,-0.00355213,0.00594103
27,-0.00369408,0.00617829
28,-0.00383649,0.0064163
29,-0.00397935,0.00665508
30,-0.00412269,0.00689461
31,-0.00426649,0.00713493
32,-0.00441077,0.00737602
33,-0.00455553,0.00761791
34,-0.00470077,0.00786058
35,-0.00484649,0.00810405
36,-0.0049927,0.00834832
37,-0.0051394,0.00859341
38,-0.0052866,0.00883932
39,-0.00543429,0.00908604
40,-0.00558249,0.00933359
41,-0.0057312,0.00958198
42,-0.00588041,0.0098312
43,-0.00603014,0.0100813
44,-0.00618039,0.0103322
45,-0.00633115,0.010584
46,-0.00648244,0.0108366
47,-0.00663426,0.0110901
48,-0.0067866,0.0113445
49,-0.00693948,0.0115998
50,-0.0070929,0.0118559
51,-0.00724685,0.012113
52,-0.00740135,0.0123709
53,-0.0075564,0.0126298
54,-0.00771199,0.0128895
55,-0.00786814,0.0131502
56,-0.00802485,0.0134117
57,-0.00818212,0.0136742
58,-0.00833995,0.0139377
59,-0.00849834,0.014202
60,-0.00865731,0.0144673
61,-0.00881685,0.0147336
62,-0.00897696,0.0150008
63,-0.00913766,0.0152689
64,-0.00929894,0.015538
65,-0.0094608,0.0158081
66,-0.00962325,0.0160792
67,-0.00978629,0.0163512
68,-0.00994993,0.0166242
69,-0.0101142,0.0168982
70,-0.010279,0.0171732
71,-0.0104444,0.0174492
72,-0.0106105,0.0177262
73,-0.0107772,0.0180042
74,-0.0109444,0.0182832
75,-0.0111123,0.0185632
76,-0.0112808,0.0188443
77,-0.01145,0.0191263
78,-0.0116197,0.0194094
79,-0.0117901,0.0196936
80,-0.0119611,0.0199788
81,-0.0121328,0.020265
82,-0.0123051,0.0205523
83,-0.012478,0.0208407
84,-0.0126516,0.0211301
85,-0.0128259,0.0214206
86,-0.0130007,0.0217122
87,-0.0131763,0.0220048
88,-0.0133525,0.0222985
89,-0.0135293,0.0225933
90,-0.0137068,0.0228892
91,-0.013885,0.0231863
92,-0.0140639,0.0234844
93,-0.0142434,0.0237836
94,-0.0144236,0.024084
95,-0.0146045,0.0243855
96,-0.0147861,0.0246881
97,-0.0149683,0.0249918
98,-0.0151513,0.0252966
99,-0.0153349,0.0256026
100,-0.0155192,0.0259097
101,-0.0157042,0.026218
102,-0.0158899,0.0265275
103,-0.0160764,0.0268381
104,-0.0162635,0.0271499
105,-0.0164513,0.0274629
106,-0.0166399,0.0277771
107,-0.0168292,0.0280924
108,-0.0170192,0.0284088
109,-0.0172099,0.0287265
110,-0.0174013,0.0290453
111,-0.0175935,0.0293654
112,-0.0177864,0.0296867
113,-0.01798,0.0300092
114,-0.0181744,0.030333
115,-0.0183695,0.030658
116,-0.0185653,0.0309843
117,-0.0187619,0.0313117
118,-0.0189593,0.0316404
119,-0.0191574,0.0319702
120,-0.0193563,0.0323013
121,-0.0195559,0.0326337
122,-0.0197563,0.0329673
123,-0.0199574,0.0333021
124,-0.0201594,0.0336383
125,-0.0203621,0.0339759
126,-0.0205655,0.0343147
127,-0.0207698,0.0346549
128,-0.0209748,0.0349963
129,-0.0211806,0.035339
130,-0.0213872,0.035683
131,-0.0215946,0.0360282
132,-0.0218028,0.0363747
133,-0.0220118,0.0367224
134,-0.0222216,0.0370715
135,-0.0224322,0.0374219
136,-0.0226436,0.0377737
137,-0.0228559,0.0381269
138,-0.0230689,0.0384815
139,-0.0232828,0.0388376
140,-0.0234974,0.039195
141,-0.0237129,0.0395538
142,-0.0239293,0.039914
143,-0.0241464,0.0402754
144,-0.0243644,0.0406381
145,-0.0245833,0.0410021
146,-0.0248029,0.0413675
147,-0.0250234,0.0417341
148,-0.0252448,0.0421022
149,-0.025467,0.0424717
150,-0.0256901,0.0428427
151,-0.025914,0.0432152
152,-0.0261388,0.0435893
153,-0.0263645,0.043965
154,-0.026591,0.0443422
155,-0.0268184,0.0447208
156,-0.0270466,0.0451008
157,-0.0272758,0.0454822
158,-0.0275058,0.0458648
159,-0.0277367,0.0462487
160,-0.0279685,0.046634
161,-0.0282012,0.0470205
162,-0.0284348,0.0474085
163,-0.0286693,0.047798
164,-0.0289046,0.048189
165,-0.0291409,0.0485818
166,-0.0293781,0.0489763
167,-0.0296162,0.0493725
168,-0.0298552,0.0497705
169,-0.0300952,0.0501702
170,-0.0303361,0.0505714
171,-0.0305778,0.0509741
172,-0.0308206,0.0513782
173,-0.0310642,0.0517836
174,-0.0313088,0.0521902
175,-0.0315543,0.052598
176,-0.0318008,0.053007
177,-0.0320482,0.0534174
178,-0.0322966,0.0538292
179,-0.0325459,0.0542426
180,-0.0327962,0.0546579
181,-0.0330474,0.055075
182,-0.0332996,0.0554942
183,-0.0335528,0.0559155
184,-0.0338069,0.0563389
185,-0.034062,0.0567642
