Time,avg(solution_0),avg(solution_1)
0,0.116068,0
1,0.0874384,0
2,0.0655459,0
3,0.0485178,0
4,0.0350263,0
5,0.0243567,0
6,0.0162508,0
7,0.0106244,0
8,0.00737143,0
9,0.00635299,0
10,0.00751669,0
11,0.011042,0
12,0.0174468,0
13,0.0276449,0
14,0.0429735,0
15,0.065204,0
16,0.0965423,0
17,0.13961,0
18,0.197402,0
19,0.273198,0
20,0.370447,0
21,0.492592,0
22,0.64287,0
23,0.824073,0
24,1.0383,0
25,1.28671,0
26,1.56931,0
27,1.88475,0
28,2.23024,0
29,2.6015,0
30,2.99279,0
31,3.39712,0
32,3.80638,0
33,4.21175,0
34,4.60398,0
35,4.97382,0
36,5.31244,0
37,5.61176,0
38,5.86487,0
39,6.06625,0
40,6.21203,0
41,6.30006,0
42,6.32998,0
43,6.30311,0
44,6.22238,0
45,6.09208,0
46,5.91762,0
47,5.70526,0
48,5.46181,0
49,5.19434,0
50,4.9099,0
51,4.6153,0
52,4.3169,0
53,4.02043,0
54,3.73092,0
55,3.4526,0
56,3.18888,0
57,2.94238,0
58,2.71494,0
59,2.5077,0
60,2.3212,0
61,2.15541,0
62,2.00989,0
63,1.88385,0
64,1.77625,0
65,1.68587,0
66,1.61139,0
67,1.55147,0
68,1.50477,0
69,1.47,0
70,1.44599,0
71,1.43165,0
72,1.42605,0
73,1.42837,0
74,1.43794,0
75,1.45425,0
76,1.47687,0
77,1.50554,0
78,1.54008,0
79,1.58042,0
80,1.62653,0
81,1.67847,0
82,1.73632,0
83,1.80016,0
84,1.87007,0
85,1.94609,0
86,2.02818,0
87,2.11625,0
88,2.2101,0
89,2.30939,0
90,2.41368,0
91,2.52237,0
92,2.63471,0
93,2.74983,0
94,2.86669,0
95,2.98415,0
96,3.10096,0
97,3.21576,0
98,3.32717,0
99,3.43377,0
100,3.53414,0
101,3.62691,0
102,3.71082,0
103,3.78467,0
104,3.84746,0
105,3.89834,0
106,3.93666,0
107,3.96199,0
108,3.97412,0
109,3.97307,0
110,3.95911,0
111,3.93269,0
112,3.89451,0
113,3.84541,0
114,3.78642,0
115,3.71868,0
116,3.64345,0
117,3.56204,0
118,3.4758,0
119,3.3861,0
120,3.29428,0
121,3.20161,0
122,3.10932,0
123,3.01853,0
124,2.93026,0
125,2.84543,0
126,2.7648,0
127,2.68904,0
128,2.61868,0
129,2.55413,0
130,2.49568,0
131,2.44352,0
132,2.39774,0
133,2.35836,0
134,2.3253,0
135,2.29844,0
136,2.2776,0
137,2.26257,0
138,2.25311,0
139,2.24894,0
140,2.24978,0
141,2.25537,0
142,2.2654,0
143,2.2796,0
144,2.2977,0
145,2.31941,0
146,2.34448,0
147,2.37264,0
148,2.40363,0
149,2.43721,0
150,2.47311,0
151,2.51108,0
152,2.55086,0
153,2.59217,0
154,2.63473,0
155,2.67825,0
156,2.72243,0
157,2.76695,0
158,2.81149,0
159,2.8557,0
160,2.89925,0
161,2.94178,0
162,2.98293,0
163,3.02236,0
164,3.05973,0
165,3.09469,0
166,3.12694,0
167,3.15619,0
168,3.18216,0
169,3.20463,0
170,3.22339,0
171,3.2383,0
172,3.24923,0
173,3.25613,0
174,3.25897,0
175,3.2578,0
176,3.25268,0
177,3.24374,0
178,3.23117,0
179,3.21516,0
180,3.19599,0
181,3.17393,0
182,3.1493,0
183,3.12244,0
184,3.09372,0
185,3.0635,0
186,3.03216,0
187,3.00007,0
188,2.96761,0
189,2.93513,0
190,2.90299,0
191,2.87151,0
192,2.841,0
193,2.81173,0
194,2.78395,0
195,2.75789,0
196,2.73373,0
197,2.71163,0
198,2.69172,0
199,2.6741,0
200,2.65884,0
201,2.64597,0
202,2.63552,0
203,2.62747,0
204,2.62179,0
205,2.61843,0
206,2.61733,0
207,2.61839,0
208,2.62152,0
209,2.62662,0
210,2.63355,0
211,2.6422,0
212,2.65243,0
213,2.66409,0
214,2.67706,0
