Time,avg(solution_0),avg(solution_1)
0,0,0
1,0.000531632,-0.00364159
2,0.00103616,-0.00709926
3,0.00151104,-0.0103543
4,0.00195754,-0.0134155
5,0.00237703,-0.0162923
6,0.00277096,-0.0189947
7,0.00314075,-0.0215326
8,0.00348784,-0.0239158
9,0.00381363,-0.0261539
10,0.00411945,-0.0282563
11,0.00440661,-0.0302317
12,0.00467631,-0.0320886
13,0.00492969,-0.0338348
14,0.00516781,-0.0354776
15,0.00539164,-0.0370236
16,0.00560206,-0.0384791
17,0.0057999,-0.0398496
18,0.00598587,-0.0411401
19,0.00616063,-0.0423552
20,0.00632477,-0.0434989
21,0.00647882,-0.0445748
22,0.00662326,-0.0455864
23,0.00675852,-0.0465366
24,0.00688501,-0.0474281
25,0.00700309,-0.0482636
26,0.00711313,-0.0490455
27,0.00721546,-0.0497762
28,0.00731041,-0.050458
29,0.00739832,-0.0510932
30,0.00747953,-0.0516841
31,0.00755436,-0.0522329
32,0.00762315,-0.0527422
33,0.00768625,-0.0532141
34,0.00774399,-0.0536511
35,0.00779673,-0.0540555
36,0.0078448,-0.0544298
37,0.00788854,-0.0547761
38,0.00792827,-0.0550969
39,0.00796431,-0.0553942
40,0.00799697,-0.0556702
41,0.00802653,-0.0559269
42,0.00805327,-0.056166
43,0.00807743,-0.0563895
44,0.00809925,-0.0565989
45,0.00811895,-0.0567956
46,0.00813671,-0.056981
47,0.00815271,-0.0571564
48,0.0081671,-0.0573227
49,0.00818002,-0.057481
50,0.0081916,-0.0576321
51,0.00820193,-0.0577767
52,0.0082111,-0.0579155
53,0.0082192,-0.058049
54,0.0082263,-0.0581777
55,0.00823244,-0.058302
56,0.00823768,-0.0584223
57,0.00824207,-0.0585389
58,0.00824562,-0.058652
59,0.00824839,-0.0587618
60,0.00825038,-0.0588686
61,0.00825162,-0.0589725
62,0.00825213,-0.0590736
63,0.00825193,-0.0591721
64,0.00825102,-0.0592681
65,0.00824943,-0.0593616
66,0.00824715,-0.0594528
67,0.0082442,-0.0595418
68,0.00824058,-0.0596286
69,0.0082363,-0.0597132
70,0.00823137,-0.0597958
71,0.00822579,-0.0598764
72,0.00821957,-0.059955
73,0.00821271,-0.0600317
74,0.00820522,-0.0601066
75,0.0081971,-0.0601797
76,0.00818835,-0.060251
77,0.00817898,-0.0603206
78,0.00816898,-0.0603886
79,0.00815837,-0.0604549
80,0.00814714,-0.0605196
81,0.0081353,-0.0605828
82,0.00812285,-0.0606445
83,0.0081098,-0.0607047
84,0.00809613,-0.0607634
85,0.00808186,-0.0608208
86,0.00806699,-0.0608768
87,0.00805152,-0.0609314
88,0.00803544,-0.0609848
89,0.00801877,-0.0610368
90,0.00800149,-0.0610877
91,0.00798362,-0.0611373
92,0.00796515,-0.0611858
93,0.00794609,-0.0612331
94,0.00792643,-0.0612793
95,0.00790617,-0.0613243
96,0.00788531,-0.0613684
97,0.00786386,-0.0614113
98,0.00784181,-0.0614533
99,0.00781917,-0.0614942
100,0.00779592,-0.0615342
101,0.00777208,-0.0615732
102,0.00774764,-0.0616114
103,0.00772259,-0.0616486
104,0.00769695,-0.0616849
105,0.0076707,-0.0617203
106,0.00764384,-0.0617549
107,0.00761638,-0.0617887
108,0.00758832,-0.0618217
109,0.00755964,-0.0618539
110,0.00753035,-0.0618853
111,0.00750045,-0.061916
112,0.00746993,-0.0619459
113,0.00743879,-0.0619751
114,0.00740703,-0.0620036
115,0.00737465,-0.0620314
116,0.00734164,-0.0620586
117,0.007308,-0.0620851
118,0.00727374,-0.0621109
119,0.00723883,-0.0621361
120,0.00720329,-0.0621607
121,0.00716711,-0.0621847
122,0.00713028,-0.0622081
123,0.00709281,-0.0622309
124,0.00705468,-0.0622532
125,0.0070159,-0.0622749
126,0.00697645,-0.062296
127,0.00693635,-0.0623166
128,0.00689557,-0.0623367
129,0.00685413,-0.0623563
130,0.006812,-0.0623754
131,0.0067692,-0.062394
132,0.00672571,-0.0624121
133,0.00668154,-0.0624298
134,0.00663666,-0.062447
135,0.00659109,-0.0624637
136,0.00654482,-0.06248
137,0.00649783,-0.0624958
138,0.00645013,-0.0625112
139,0.00640171,-0.0625262
140,0.00635256,-0.0625408
141,0.00630268,-0.062555
142,0.00625207,-0.0625688
143,0.00620071,-0.0625822
144,0.0061486,-0.0625952
145,0.00609574,-0.0626079
146,0.00604211,-0.0626202
147,0.00598772,-0.0626321
148,0.00593255,-0.0626437
149,0.0058766,-0.0626549
150,0.00581987,-0.0626658
151,0.00576234,-0.0626763
152,0.00570401,-0.0626866
153,0.00564487,-0.0626965
154,0.00558491,-0.0627061
155,0.00552414,-0.0627153
156,0.00546253,-0.0627243
157,0.00540008,-0.062733
158,0.00533679,-0.0627414
159,0.00527264,-0.0627494
160,0.00520763,-0.0627572
161,0.00514175,-0.0627648
162,0.00507499,-0.062772
163,0.00500734,-0.062779
164,0.0049388,-0.0627857
165,0.00486935,-0.0627922
166,0.00479899,-0.0627984
167,0.0047277,-0.0628043
168,0.00465548,-0.06281
169,0.00458232,-0.0628155
170,0.00450821,-0.0628207
171,0.00443314,-0.0628257
172,0.0043571,-0.0628304
173,0.00428007,-0.062835
174,0.00420205,-0.0628393
175,0.00412303,-0.0628433
176,0.004043,-0.0628472
177,0.00396194,-0.0628508
178,0.00387985,-0.0628543
179,0.00379671,-0.0628575
180,0.00371251,-0.0628605
181,0.00362724,-0.0628632
182,0.00354089,-0.0628658
183,0.00345345,-0.0628681
184,0.0033649,-0.0628701
185,0.00327523,-0.0628719
