Time,avg(solution_0),avg(solution_1)
20,-0.389815,0.0171073
21,-0.457381,0.0183146
22,-0.381928,0.0195706
23,-0.156989,0.0208133
24,0.211279,0.0219895
25,0.707133,0.0230579
26,1.30848,0.0239907
27,1.98989,0.0247726
28,2.72514,0.0253993
29,3.48914,0.025875
30,4.25931,0.0262104
31,5.01642,0.0264203
32,5.74493,0.0265219
33,6.43303,0.0265328
34,7.07244,0.0264706
35,7.65803,0.0263515
36,8.18732,0.0261901
37,8.66006,0.0259992
38,9.07767,0.0257893
39,9.44285,0.0255695
40,9.75916,0.0253465
41,10.0307,0.025126
42,10.2619,0.0249119
43,10.4571,0.0247072
44,10.6208,0.0245139
45,10.7569,0.0243331
46,10.8695,0.0241657
47,10.9619,0.0240116
48,11.0374,0.0238709
49,11.0989,0.0237432
50,11.1486,0.0236279
51,11.1889,0.0235244
52,11.2216,0.0234321
53,11.2482,0.0233502
54,11.2701,0.0232781
55,11.2885,0.023215
56,11.3042,0.0231604
57,11.3181,0.0231136
58,11.3307,0.0230741
59,11.3428,0.0230412
60,11.3546,0.0230144
61,11.3665,0.0229933
62,11.3788,0.0229774
63,11.3917,0.0229663
64,11.4054,0.0229595
65,11.4201,0.0229567
66,11.4358,0.0229575
67,11.4526,0.0229615
68,11.4706,0.0229683
69,11.4899,0.0229777
70,11.5104,0.0229893
71,11.5322,0.0230028
72,11.5553,0.0230179
73,11.5797,0.0230342
74,11.6054,0.0230515
75,11.6324,0.0230694
76,11.6607,0.0230877
77,11.6903,0.0231061
78,11.7211,0.0231242
79,11.7532,0.0231417
80,11.7866,0.0231584
81,11.8212,0.023174
82,11.857,0.0231882
83,11.894,0.0232006
84,11.9322,0.0232111
85,11.9717,0.0232192
86,12.0122,0.0232247
87,12.054,0.0232273
88,12.0968,0.0232267
89,12.1409,0.0232227
90,12.186,0.0232148
91,12.2322,0.0232028
92,12.2795,0.0231865
93,12.3279,0.0231655
94,12.3774,0.0231395
95,12.4279,0.0231081
96,12.4795,0.0230712
97,12.5321,0.0230284
98,12.5857,0.0229794
99,12.6404,0.0229239
100,12.6961,0.0228616
101,12.7527,0.0227921
102,12.8104,0.0227152
103,12.869,0.0226305
104,12.9286,0.0225378
105,12.9892,0.0224367
106,13.0507,0.0223269
107,13.1132,0.0222081
108,13.1766,0.0220799
109,13.2409,0.0219422
110,13.3062,0.0217945
111,13.3724,0.0216365
112,13.4395,0.0214679
113,13.5075,0.0212883
114,13.5765,0.0210976
115,13.6463,0.0208952
116,13.717,0.020681
117,13.7886,0.0204546
118,13.8611,0.0202156
119,13.9345,0.0199638
120,14.0087,0.0196988
121,14.0838,0.0194202
122,14.1598,0.0191279
123,14.2366,0.0188213
124,14.3143,0.0185003
125,14.3928,0.0181645
126,14.4722,0.0178135
127,14.5525,0.017447
128,14.6336,0.0170648
129,14.7155,0.0166664
130,14.7983,0.0162516
131,14.8819,0.0158201
132,14.9663,0.0153714
133,15.0516,0.0149054
134,15.1377,0.0144216
135,15.2247,0.0139198
136,15.3124,0.0133996
137,15.401,0.0128608
138,15.4904,0.0123029
139,15.5807,0.0117258
140,15.6717,0.011129
141,15.7636,0.0105124
142,15.8563,0.0098755
143,15.9498,0.00921809
144,16.0442,0.00853986
145,16.1393,0.00784052
146,16.2353,0.00711977
147,16.3321,0.00637731
148,16.4297,0.00561287
149,16.5282,0.00482617
150,16.6274,0.00401691
151,16.7275,0.00318484
152,16.8284,0.00232967
153,16.9301,0.00145115
154,17.0326,0.000549006
155,17.136,-0.000377009
156,17.2402,-0.00132715
157,17.3451,-0.00230166
158,17.451,-0.00330078
159,17.5576,-0.00432474
160,17.6651,-0.00537379
161,17.7734,-0.00644812
162,17.8825,-0.00754797
163,17.9925,-0.00867355
164,18.1033,-0.00982505
165,18.2149,-0.0110027
