Time,avg(solution_0),avg(solution_1)
0,0.240474,0
1,0.0869507,-0.00330882
2,-0.0551536,-0.0066934
3,-0.205191,-0.00970979
4,-0.401136,-0.0123997
5,-0.686689,-0.0148315
6,-1.07914,-0.017093
7,-1.54547,-0.0193075
8,-2.01295,-0.0216528
9,-2.40536,-0.0243582
10,-2.67445,-0.027675
11,-2.80916,-0.031838
47,-0.0192573,-0.35269
48,-0.00401845,-0.353397
49,0.00934401,-0.353895
50,0.0209775,-0.354214
51,0.0310319,-0.354377
52,0.0396572,-0.354404
53,0.047001,-0.354315
54,0.0532063,-0.354124
55,0.0584099,-0.353845
56,0.0627403,-0.353488
57,0.0663173,-0.353063
58,0.0692507,-0.352578
59,0.07164,-0.35204
60,0.0735743,-0.351455
61,0.0751326,-0.350827
62,0.0763837,-0.350162
63,0.0773872,-0.349463
64,0.0781941,-0.348734
65,0.0788473,-0.347976
66,0.0793825,-0.347194
67,0.0798293,-0.346389
68,0.0802116,-0.345563
69,0.0805484,-0.344719
70,0.0808547,-0.343858
71,0.0811422,-0.342982
72,0.0814195,-0.342091
73,0.0816929,-0.341189
74,0.081967,-0.340275
75,0.0822445,-0.339351
76,0.0825273,-0.338418
77,0.0828162,-0.337477
78,0.0831113,-0.336529
79,0.0834123,-0.335575
80,0.0837183,-0.334615
81,0.0840285,-0.33365
82,0.0843418,-0.332682
83,0.0846569,-0.331711
84,0.0849727,-0.330736
85,0.0852881,-0.32976
86,0.0856019,-0.328782
87,0.0859131,-0.327803
88,0.0862207,-0.326823
89,0.0865238,-0.325843
90,0.0868217,-0.324864
91,0.0871138,-0.323885
92,0.0873993,-0.322907
93,0.0876778,-0.32193
94,0.0879488,-0.320955
95,0.088212,-0.319982
96,0.0884672,-0.319011
97,0.088714,-0.318043
98,0.0889523,-0.317077
99,0.089182,-0.316114
100,0.0894031,-0.315154
101,0.0896154,-0.314198
102,0.0898191,-0.313245
103,0.0900141,-0.312295
104,0.0902004,-0.31135
105,0.0903783,-0.310408
106,0.0905477,-0.309471
107,0.0907089,-0.308537
108,0.0908619,-0.307608
109,0.0910069,-0.306684
110,0.091144,-0.305763
111,0.0912735,-0.304848
112,0.0913955,-0.303937
113,0.0915102,-0.303031
114,0.0916177,-0.302129
115,0.0917183,-0.301233
116,0.0918121,-0.300341
117,0.0918994,-0.299454
118,0.0919802,-0.298573
119,0.0920549,-0.297696
120,0.0921235,-0.296824
121,0.0921862,-0.295958
122,0.0922432,-0.295096
123,0.0922948,-0.29424
124,0.092341,-0.293388
125,0.0923821,-0.292542
126,0.0924181,-0.291701
127,0.0924493,-0.290866
128,0.0924758,-0.290035
129,0.0924977,-0.28921
130,0.0925153,-0.288389
131,0.0925286,-0.287574
132,0.0925378,-0.286765
133,0.092543,-0.28596
134,0.0925444,-0.28516
135,0.092542,-0.284366
136,0.092536,-0.283576
137,0.0925266,-0.282792
138,0.0925138,-0.282013
139,0.0924978,-0.281239
140,0.0924786,-0.28047
141,0.0924563,-0.279706
142,0.0924312,-0.278946
143,0.0924032,-0.278192
144,0.0923724,-0.277443
145,0.092339,-0.276699
146,0.0923031,-0.27596
147,0.0922646,-0.275225
148,0.0922238,-0.274496
149,0.0921807,-0.273771
150,0.0921354,-0.273051
151,0.0920878,-0.272336
152,0.0920383,-0.271626
153,0.0919867,-0.27092
154,0.0919331,-0.270219
155,0.0918777,-0.269522
156,0.0918205,-0.268831
157,0.0917615,-0.268144
158,0.0917009,-0.267461
159,0.0916386,-0.266783
160,0.0915747,-0.266109
161,0.0915093,-0.26544
162,0.0914425,-0.264775
163,0.0913742,-0.264115
164,0.0913046,-0.263459
165,0.0912336,-0.262807
166,0.0911614,-0.26216
167,0.0910879,-0.261517
168,0.0910133,-0.260878
169,0.0909375,-0.260243
170,0.0908606,-0.259613
171,0.0907827,-0.258987
172,0.0907037,-0.258364
173,0.0906238,-0.257746
174,0.0905429,-0.257132
175,0.0904611,-0.256522
176,0.0903784,-0.255916
177,0.0902948,-0.255314
178,0.0902105,-0.254715
179,0.0901253,-0.254121
180,0.0900394,-0.253531
181,0.0899527,-0.252944
182,0.0898654,-0.252361
183,0.0897774,-0.251782
184,0.0896887,-0.251206
185,0.0895994,-0.250634
186,0.0895095,-0.250066
187,0.089419,-0.249502
188,0.0893279,-0.248941
189,0.0892364,-0.248384
190,0.0891443,-0.24783
191,0.0890517,-0.24728
192,0.0889587,-0.246733
193,0.0888652,-0.24619
194,0.0887713,-0.24565
195,0.088677,-0.245113
196,0.0885822,-0.24458
197,0.0884871,-0.244051
198,0.0883917,-0.243524
199,0.0882958,-0.243001
200,0.0881997,-0.242481
201,0.0881032,-0.241964
202,0.0880065,-0.241451
203,0.0879094,-0.240941
204,0.0878121,-0.240433
205,0.0877146,-0.239929
206,0.0876167,-0.239429
207,0.0875187,-0.238931
208,0.0874204,-0.238436
209,0.087322,-0.237944
210,0.0872233,-0.237455
211,0.0871244,-0.236969
212,0.0870254,-0.236487
213,0.0869262,-0.236007
214,0.0868268,-0.235529
215,0.0867273,-0.235055
216,0.0866277,-0.234584
217,0.0865279,-0.234115
218,0.086428,-0.23365
219,0.0863281,-0.233187
220,0.086228,-0.232726
221,0.0861278,-0.232269
222,0.0860275,-0.231814
223,0.0859272,-0.231362
224,0.0858267,-0.230913
225,0.0857262,-0.230466
226,0.0856257,-0.230022
227,0.0855251,-0.22958
228,0.0854245,-0.229141
229,0.0853238,-0.228705
230,0.0852231,-0.228271
231,0.0851224,-0.227839
232,0.0850216,-0.22741
233,0.0849208,-0.226984
234,0.0848201,-0.22656
235,0.0847193,-0.226138
